Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly) 
 10/06  17:00:00,14.75,16.04018145882837 
 10/06  18:00:00,10.875,15.258324504174976 
 10/06  19:00:00,7.75,14.375254644245686 
 10/06  20:00:00,6.375,13.890853092654137 
 10/06  21:00:00,5.375,13.622436305410718 
 10/06  22:00:00,4.375,13.35194175634684 
 10/06  23:00:00,4.0,13.09328785703513 
 10/06  24:00:00,4.0,12.876592078856456 
 10/07  01:00:00,3.375,12.641550132286806 
 10/07  02:00:00,2.375,12.355991902058378 
 10/07  03:00:00,1.375,12.064139243478135 
 10/07  04:00:00,0.375,11.7326033888165 
 10/07  05:00:00,0.625,11.458474145217668 
 10/07  06:00:00,1.0,11.243678227677009 
 10/07  07:00:00,3.5,11.192644526216329 
 10/07  08:00:00,8.75,12.295597591413739 
 10/07  09:00:00,12.25,13.788429216145313 
 10/07  10:00:00,14.25,14.581791081111606 
 10/07  11:00:00,16.25,15.262891414259104 
 10/07  12:00:00,18.25,15.842760175332196 
 10/07  13:00:00,20.25,16.203396916335053 
 10/07  14:00:00,21.625,16.81124056122305 
 10/07  15:00:00,22.0,17.302868618109757 
 10/07  16:00:00,22.625,17.643001494811587 
 10/07  17:00:00,20.5,17.67627917464432 
 10/07  18:00:00,17.125,16.698328645168485 
 10/07  19:00:00,14.125,16.05861712394124 
 10/07  20:00:00,12.375,15.71405821246235 
 10/07  21:00:00,12.0,15.554962244617645 
 10/07  22:00:00,10.75,15.400734995157635 
 10/07  23:00:00,9.375,15.154150505512109 
 10/07  24:00:00,9.625,14.968855839458949 
 10/08  01:00:00,8.125,14.802114930820679 
 10/08  02:00:00,9.5,14.5618945918361 
 10/08  03:00:00,9.125,14.508970113781054 
 10/08  04:00:00,6.75,14.195878774387975 
 10/08  05:00:00,6.625,14.00083483883537 
 10/08  06:00:00,7.0,13.883867887860314 
 10/08  07:00:00,8.875,13.878171022875991 
 10/08  08:00:00,13.125,15.06824783221259 
 10/08  09:00:00,16.875,16.646861338577439 
 10/08  10:00:00,19.875,17.36683694951229 
 10/08  11:00:00,22.875,18.085679312690066 
 10/08  12:00:00,24.0,18.40092304907692 
 10/08  13:00:00,25.25,18.904064762983397 
 10/08  14:00:00,26.0,19.51509678775513 
 10/08  15:00:00,25.375,19.661526221429779 
 10/08  16:00:00,23.75,19.241204119284594 
 10/08  17:00:00,21.75,18.81665269016387 
 10/08  18:00:00,18.5,18.45993906879471 
 10/08  19:00:00,15.75,18.05501130160711 
 10/08  20:00:00,13.125,17.734504330688556 
 10/08  21:00:00,12.0,17.431685089974925 
 10/08  22:00:00,10.75,17.196238498613018 
 10/08  23:00:00,9.375,16.948785073283124 
 10/08  24:00:00,9.0,16.69668037146177 
 10/09  01:00:00,6.5,16.321694015021916 
 10/09  02:00:00,7.5,16.015958591898426 
 10/09  03:00:00,8.375,16.01766906709996 
 10/09  04:00:00,8.625,15.830249327951045 
 10/09  05:00:00,9.0,15.701604790305743 
 10/09  06:00:00,8.375,15.497437568169917 
 10/09  07:00:00,7.375,15.314990402373902 
 10/09  08:00:00,12.625,16.234987078773757 
 10/09  09:00:00,16.625,17.84194638426405 
 10/09  10:00:00,18.25,18.548073333225518 
 10/09  11:00:00,20.25,19.03711028594063 
 10/09  12:00:00,21.625,19.565703010677738 
 10/09  13:00:00,22.625,19.942618537587255 
 10/09  14:00:00,23.625,20.311811774883368 
 10/09  15:00:00,23.375,20.562817784315436 
 10/09  16:00:00,23.0,20.69290963674665 
 10/09  17:00:00,21.125,20.407467848766119 
 10/09  18:00:00,17.5,19.702704542381004 
 10/09  19:00:00,14.125,19.04145566166683 
 10/09  20:00:00,13.0,18.728183870354493 
 10/09  21:00:00,11.125,18.48694795983257 
 10/09  22:00:00,11.25,18.228701736038255 
 10/09  23:00:00,10.125,18.070684809392327 
 10/09  24:00:00,9.0,17.73783362843048 
 10/10  01:00:00,8.375,17.460291603525794 
 10/10  02:00:00,8.625,17.141161777487633 
 10/10  03:00:00,7.125,16.831332837331943 
 10/10  04:00:00,6.0,16.55967893793425 
 10/10  05:00:00,6.0,16.31020108006128 
 10/10  06:00:00,4.75,16.02143912484929 
 10/10  07:00:00,5.25,15.83393205526994 
 10/10  08:00:00,9.125,17.046841192007866 
 10/10  09:00:00,13.5,18.56060629901316 
 10/10  10:00:00,16.25,19.449466343587255 
 10/10  11:00:00,18.875,19.922065973218609 
 10/10  12:00:00,21.25,20.249023321003145 
 10/10  13:00:00,23.25,20.559178520878797 
 10/10  14:00:00,24.0,20.962386993942148 
 10/10  15:00:00,24.0,21.25095121532685 
 10/10  16:00:00,21.5,21.053323509945498 
 10/10  17:00:00,18.75,20.67504288218282 
 10/10  18:00:00,16.75,20.07012707104129 
 10/10  19:00:00,13.5,19.47682957659156 
 10/10  20:00:00,10.75,19.041971153378428 
 10/10  21:00:00,10.625,18.75668988782534 
 10/10  22:00:00,9.125,18.496156229496415 
 10/10  23:00:00,8.0,18.17217678431642 
 10/10  24:00:00,11.125,18.023612039852027 
 10/11  01:00:00,13.0,17.9955894701894 
 10/11  02:00:00,9.25,17.754737678466534 
 10/11  03:00:00,5.75,17.295691958858286 
 10/11  04:00:00,4.375,16.930633906355266 
 10/11  05:00:00,5.25,16.66897263833165 
 10/11  06:00:00,4.75,16.44963357321369 
 10/11  07:00:00,5.25,16.241063050903344 
 10/11  08:00:00,7.25,16.797562214300809 
 10/11  09:00:00,9.25,17.350397319608903 
 10/11  10:00:00,11.25,17.93227162969188 
 10/11  11:00:00,13.25,18.433662962887597 
 10/11  12:00:00,15.875,18.837865835729234 
 10/11  13:00:00,17.625,19.154401438321064 
 10/11  14:00:00,18.625,19.362888880980309 
 10/11  15:00:00,19.0,19.563189636317746 
 10/11  16:00:00,19.0,19.719147644192487 
 10/11  17:00:00,17.75,19.557745123755497 
 10/11  18:00:00,13.875,18.785883298025227 
 10/11  19:00:00,10.125,18.032281036539023 
 10/11  20:00:00,8.375,17.622947339910348 
 10/11  21:00:00,7.375,17.35865451573634 
 10/11  22:00:00,5.125,16.997257314293515 
 10/11  23:00:00,5.25,16.633968117926409 
 10/11  24:00:00,6.0,16.361022865179629 
 10/12  01:00:00,7.875,16.167100523312777 
 10/12  02:00:00,8.375,16.16281423401965 
 10/12  03:00:00,5.5,15.847025102723528 
 10/12  04:00:00,4.0,15.386338552525139 
 10/12  05:00:00,3.375,14.992241611955866 
 10/12  06:00:00,3.0,14.700590602631314 
 10/12  07:00:00,3.625,14.583631058286207 
 10/12  08:00:00,5.25,14.895260188270724 
 10/12  09:00:00,7.875,15.478710265198809 
 10/12  10:00:00,10.875,16.01034783688403 
 10/12  11:00:00,13.875,16.422891780431379 
 10/12  12:00:00,15.625,16.77542714569736 
 10/12  13:00:00,16.625,17.344729247739438 
 10/12  14:00:00,18.25,17.951984677434596 
 10/12  15:00:00,20.25,18.4867541071549 
 10/12  16:00:00,21.0,18.914011158645427 
 10/12  17:00:00,19.125,18.772542993627185 
 10/12  18:00:00,14.875,17.944731068479606 
 10/12  19:00:00,11.75,17.046166969641665 
 10/12  20:00:00,9.75,16.508868021452999 
 10/12  21:00:00,7.75,16.2058992139099 
 10/12  22:00:00,6.375,15.94570271906903 
 10/12  23:00:00,5.375,15.62925153759311 
 10/12  24:00:00,4.375,15.295093077760662 
 10/13  01:00:00,3.375,14.968849436647535 
 10/13  02:00:00,3.625,14.692802099878066 
 10/13  03:00:00,3.375,14.464607427318315 
 10/13  04:00:00,3.0,14.13525189318921 
 10/13  05:00:00,2.375,13.7673146423938 
 10/13  06:00:00,2.0,13.539815337212133 
 10/13  07:00:00,4.5,13.4564316654496 
 10/13  08:00:00,11.0,14.327560074855303 
 10/13  09:00:00,16.5,16.0150012220682 
 10/13  10:00:00,18.625,17.28006998778057 
 10/13  11:00:00,20.875,17.771765709743826 
 10/13  12:00:00,22.625,18.134475336043516 
 10/13  13:00:00,23.625,18.233960855996558 
 10/13  14:00:00,24.625,18.799653060050294 
 10/13  15:00:00,25.0,19.503342944471016 
 10/13  16:00:00,25.0,19.9041022160049 
 10/13  17:00:00,22.5,19.698129102616166 
 10/13  18:00:00,18.5,18.794959303233868 
 10/13  19:00:00,15.125,18.106468531956965 
 10/13  20:00:00,14.625,17.820153954608189 
 10/13  21:00:00,14.375,17.688351168822334 
 10/13  22:00:00,12.75,17.477947074581338 
 10/13  23:00:00,12.625,17.260900494579908 
 10/13  24:00:00,9.875,16.97967629433527 
 10/14  01:00:00,7.375,16.532435514831826 
 10/14  02:00:00,7.0,16.309586198967698 
 10/14  03:00:00,7.0,16.070845314434764 
 10/14  04:00:00,7.625,15.892909997381413 
 10/14  05:00:00,8.625,15.758251101669634 
 10/14  06:00:00,9.625,15.652477206713185 
 10/14  07:00:00,11.125,15.690902584021032 
 10/14  08:00:00,14.425,16.596133402873148 
 10/14  09:00:00,17.875,17.996232043743438 
 10/14  10:00:00,21.5,18.772447957252074 
 10/14  11:00:00,23.0,19.241658632225353 
 10/14  12:00:00,23.625,19.651624556015827 
 10/14  13:00:00,25.25,19.49048186529864 
 10/14  14:00:00,24.125,19.796672828772175 
 10/14  15:00:00,23.0,20.275245119907063 
 10/14  16:00:00,22.375,20.75190675186004 
 10/14  17:00:00,21.375,20.61959905312795 
 10/14  18:00:00,17.875,19.828837024759538 
 10/14  19:00:00,15.375,19.192344017192786 
 10/14  20:00:00,13.75,18.9105963322603 
 10/14  21:00:00,12.375,18.662281925320856 
 10/14  22:00:00,12.0,18.470414662113499 
 10/14  23:00:00,11.375,18.283849970043236 
 10/14  24:00:00,10.375,18.059688919359585 
 10/15  01:00:00,8.125,17.760752225041153 
 10/15  02:00:00,7.0,17.423644928195669 
 10/15  03:00:00,7.625,17.211853231086257 
 10/15  04:00:00,6.125,16.971647381349933 
 10/15  05:00:00,5.0,16.628237840830523 
 10/15  06:00:00,5.625,16.396801385276875 
 10/15  07:00:00,4.125,16.204305214490483 
 10/15  08:00:00,6.125,16.935266991159133 
 10/15  09:00:00,9.875,18.391906336393025 
 10/15  10:00:00,11.625,19.245241265628985 
 10/15  11:00:00,14.5,19.797171090688637 
 10/15  12:00:00,17.875,19.99009269720257 
 10/15  13:00:00,20.25,20.32367737145464 
 10/15  14:00:00,22.25,20.75277465722499 
 10/15  15:00:00,23.0,20.84739793003027 
 10/15  16:00:00,22.375,20.725020956729659 
 10/15  17:00:00,20.75,20.56098273462613 
 10/15  18:00:00,16.875,19.94785881184783 
 10/15  19:00:00,13.75,19.3026630315605 
 10/15  20:00:00,10.5,18.881971060025867 
 10/15  21:00:00,8.375,18.39674929215817 
 10/15  22:00:00,7.375,18.139871918192367 
 10/15  23:00:00,7.0,17.86408195245538 
 10/15  24:00:00,7.0,17.624379764084627 
 10/16  01:00:00,7.0,17.446948370944438 
 10/16  02:00:00,7.0,17.260072067508856 
 10/16  03:00:00,7.625,17.086898573899725 
 10/16  04:00:00,8.0,16.94051550613514 
 10/16  05:00:00,8.0,16.741537169405836 
 10/16  06:00:00,7.375,16.498450289837064 
 10/16  07:00:00,7.625,16.412013539631638 
 10/16  08:00:00,8.0,17.250049299579368 
 10/16  09:00:00,9.875,18.137142704181099 
 10/16  10:00:00,11.625,18.960325129167509 
 10/16  11:00:00,12.625,19.193298400183186 
 10/16  12:00:00,13.625,18.537377241459219 
 10/16  13:00:00,14.625,18.065442734524557 
 10/16  14:00:00,11.25,18.378919058385024 
 10/16  15:00:00,8.375,17.793808937358855 
 10/16  16:00:00,8.0,17.27045403583231 
 10/16  17:00:00,7.375,17.024952830960698 
 10/16  18:00:00,6.375,16.6991626101851 
 10/16  19:00:00,4.75,16.4019155140775 
 10/16  20:00:00,4.0,16.08385422124786 
 10/16  21:00:00,3.375,15.807714600182444 
 10/16  22:00:00,3.625,15.514340146381019 
 10/16  23:00:00,4.0,15.286364199795129 
 10/16  24:00:00,3.0000000000000006,14.99410621474408 
 10/17  01:00:00,1.525,14.65185645450513 
 10/17  02:00:00,1.0,14.329700734725519 
 10/17  03:00:00,1.625,14.075154182858487 
 10/17  04:00:00,0.75,13.755359914241688 
 10/17  05:00:00,0.625,13.38703897028537 
 10/17  06:00:00,1.0,13.178933186976112 
 10/17  07:00:00,2.25,13.076649638870375 
 10/17  08:00:00,3.625,13.749245569910054 
 10/17  09:00:00,4.0,13.76184996281757 
 10/17  10:00:00,3.375,13.366635756787954 
 10/17  11:00:00,3.0,13.280767490007744 
 10/17  12:00:00,4.875,13.33063823513974 
 10/17  13:00:00,6.625,13.639292000061289 
 10/17  14:00:00,7.625,14.114900771947527 
 10/17  15:00:00,8.0,14.533733755198469 
 10/17  16:00:00,8.0,14.587451713366061 
 10/17  17:00:00,7.375,14.260794672280515 
 10/17  18:00:00,5.75,13.46589217299151 
 10/17  19:00:00,1.875,12.78717048699075 
 10/17  20:00:00,0.625,12.338904022034937 
 10/17  21:00:00,0.375,12.071388305744172 
 10/17  22:00:00,-1.25,11.734772187027115 
 10/17  23:00:00,-0.125,11.446238794807483 
 10/17  24:00:00,1.0,11.297067395881495 
 10/18  01:00:00,-0.875,11.012211654331125 
 10/18  02:00:00,-2.0,10.625658222917384 
 10/18  03:00:00,-1.375,10.35768338444016 
 10/18  04:00:00,-1.0,10.147843833980268 
 10/18  05:00:00,-1.0,9.890028878334683 
 10/18  06:00:00,-2.25,9.573017530479268 
 10/18  07:00:00,-1.75,9.46958806433833 
 10/18  08:00:00,2.125,10.362613661398289 
 10/18  09:00:00,7.125,11.805172158545873 
 10/18  10:00:00,10.25,12.928099636455937 
 10/18  11:00:00,12.875,13.554289895024337 
 10/18  12:00:00,14.0,13.613647134361989 
 10/18  13:00:00,15.25,13.974568678510599 
 10/18  14:00:00,16.625,14.457427761689548 
 10/18  15:00:00,16.375,14.731715571043253 
 10/18  16:00:00,15.375,14.708780179286203 
 10/18  17:00:00,13.125,14.384922115205534 
 10/18  18:00:00,8.875,13.47370833065176 
 10/18  19:00:00,7.625,12.853589320947619 
 10/18  20:00:00,6.125,12.640472472678944 
 10/18  21:00:00,3.125,12.24925090044425 
 10/18  22:00:00,2.625,11.853874673483923 
 10/18  23:00:00,0.5,11.550779173651002 
 10/18  24:00:00,0.25,11.191039383594444 
 10/19  01:00:00,1.625,11.020997978865147 
 10/19  02:00:00,-0.5,10.666335776621743 
 10/19  03:00:00,-1.375,10.187941149747154 
 10/19  04:00:00,0.25,10.053347437324112 
 10/19  05:00:00,-0.25,9.903799515064169 
 10/19  06:00:00,-1.0,9.617309530908888 
 10/19  07:00:00,0.25,9.59957967637854 
 10/19  08:00:00,4.125,10.4188023306446 
 10/19  09:00:00,7.25,11.286366108764318 
 10/19  10:00:00,8.625,12.402526720441334 
 10/19  11:00:00,10.25,13.271779030863426 
 10/19  12:00:00,12.875,13.43974153254496 
 10/19  13:00:00,14.625,13.892928025647759 
 10/19  14:00:00,15.625,14.39771795397097 
 10/19  15:00:00,16.0,14.595603116221385 
 10/19  16:00:00,15.375,14.11570195243361 
 10/19  17:00:00,13.75,13.783507227297522 
 10/19  18:00:00,10.5,13.272464358276452 
 10/19  19:00:00,8.375,12.781129712780725 
 10/19  20:00:00,7.375,12.570290842143848 
 10/19  21:00:00,7.625,12.415197912426418 
 10/19  22:00:00,7.375,12.29338584684249 
 10/19  23:00:00,6.375,12.06584128381667 
 10/19  24:00:00,4.125,11.786006148314355 
 10/20  01:00:00,3.0,11.45164761589536 
 10/20  02:00:00,2.375,11.169938333322044 
 10/20  03:00:00,2.0,10.921080205373793 
 10/20  04:00:00,2.625,10.734871610248185 
 10/20  05:00:00,3.0,10.604280676596435 
 10/20  06:00:00,3.0,10.433531190378803 
 10/20  07:00:00,3.625,10.313371413619788 
 10/20  08:00:00,4.0,10.35527000454153 
 10/20  09:00:00,4.0,10.391613775964796 
 10/20  10:00:00,5.25,10.466870923521313 
 10/20  11:00:00,6.0,10.519877937283699 
 10/20  12:00:00,6.0,10.496560937821459 
 10/20  13:00:00,6.0,10.481323464753248 
 10/20  14:00:00,6.0,10.543866874123845 
 10/20  15:00:00,6.625,10.559226995295726 
 10/20  16:00:00,7.0,10.501615404676686 
 10/20  17:00:00,7.0,10.414717739205443 
 10/20  18:00:00,7.0,10.171896064252806 
 10/20  19:00:00,6.375,9.965215548465073 
 10/20  20:00:00,6.0,9.828779863181517 
 10/20  21:00:00,6.0,9.702945156707722 
 10/20  22:00:00,6.0,9.630331701270134 
 10/20  23:00:00,5.375,9.514818727823997 
 10/20  24:00:00,5.0,9.370834733142802 
 10/21  01:00:00,5.0,9.267013369314128 
 10/21  02:00:00,3.75,9.095064248456979 
 10/21  03:00:00,2.375,8.789006316030273 
 10/21  04:00:00,0.125,8.454389753152198 
 10/21  05:00:00,-0.375,8.144098210264215 
 10/21  06:00:00,0.625,7.899073938828813 
 10/21  07:00:00,2.25,7.98448680436762 
 10/21  08:00:00,5.5,8.885670139112172 
 10/21  09:00:00,8.25,10.212708959585609 
 10/21  10:00:00,10.875,11.172137136476105 
 10/21  11:00:00,12.0,11.533296474205505 
 10/21  12:00:00,12.625,11.7409942908408 
 10/21  13:00:00,14.25,12.182833746710225 
 10/21  14:00:00,15.625,12.63642863876457 
 10/21  15:00:00,16.0,13.063172996274649 
 10/21  16:00:00,14.75,12.971864487488329 
 10/21  17:00:00,12.75,12.482827429404566 
 10/21  18:00:00,9.5,11.8238217957042 
 10/21  19:00:00,7.375,11.320595591376641 
 10/21  20:00:00,7.625,11.144137219308388 
 10/21  21:00:00,8.0,11.086026127672025 
 10/21  22:00:00,8.0,11.018262687725244 
 10/21  23:00:00,7.375,10.901500450190609 
 10/21  24:00:00,7.625,10.796077280314132 
 10/22  01:00:00,7.375,10.724928713770863 
 10/22  02:00:00,7.0,10.57605250490432 
 10/22  03:00:00,7.625,10.492228316650634 
 10/22  04:00:00,8.625,10.484012785652404 
 10/22  05:00:00,7.125,10.365751634631805 
 10/22  06:00:00,5.375,10.102846973612867 
 10/22  07:00:00,4.375,10.068212735150996 
 10/22  08:00:00,7.125,11.106560553904306 
 10/22  09:00:00,11.9375,12.267354238261117 
 10/22  10:00:00,16.3875,13.109063600980175 
 10/22  11:00:00,19.25,13.749576004464905 
 10/22  12:00:00,20.625,14.130784426784878 
 10/22  13:00:00,21.0,14.502611987127578 
 10/22  14:00:00,21.0,14.984487410406775 
 10/22  15:00:00,21.0,15.245113616782259 
 10/22  16:00:00,19.125,15.029118175454009 
 10/22  17:00:00,16.75,14.600541172377138 
 10/22  18:00:00,14.75,14.19768108206269 
 10/22  19:00:00,14.0,13.942019000943298 
 10/22  20:00:00,13.375,13.837596895062492 
 10/22  21:00:00,11.75,13.623628606107577 
 10/22  22:00:00,9.125,13.278659888083592 
 10/22  23:00:00,6.75,12.941012102517034 
 10/22  24:00:00,6.625,12.774414592220872 
 10/23  01:00:00,7.0,12.649853401769228 
 10/23  02:00:00,4.5,12.411046436159122 
 10/23  03:00:00,3.625,12.04648355859866 
 10/23  04:00:00,4.0,11.810768044175552 
 10/23  05:00:00,3.375,11.60697259264142 
 10/23  06:00:00,3.0,11.280089504800584 
 10/23  07:00:00,5.5,11.35913919956946 
 10/23  08:00:00,9.5,12.251731584762146 
 10/23  09:00:00,12.25,13.109935778341667 
 10/23  10:00:00,14.875,14.136401499791863 
 10/23  11:00:00,16.0,14.92019233566841 
 10/23  12:00:00,17.25,15.350594164519725 
 10/23  13:00:00,18.0,15.815749107974926 
 10/23  14:00:00,18.0,16.315594066537459 
 10/23  15:00:00,18.0,16.491595517056987 
 10/23  16:00:00,17.375,16.000439940741388 
 10/23  17:00:00,16.375,15.783174998317933 
 10/23  18:00:00,13.5,15.353244330174045 
 10/23  19:00:00,11.375,14.82047334426209 
 10/23  20:00:00,8.5,14.365074108409456 
 10/23  21:00:00,6.375,14.073552187474377 
 10/23  22:00:00,5.375,13.820127656992956 
 10/23  23:00:00,3.75,13.462210527590413 
 10/23  24:00:00,3.625,13.150354618896527 
 10/24  01:00:00,4.625,13.085149865573456 
 10/24  02:00:00,4.375,12.900329104366982 
 10/24  03:00:00,3.375,12.6412081235738 
 10/24  04:00:00,3.0,12.376178961424497 
 10/24  05:00:00,3.0,12.112829239094945 
 10/24  06:00:00,2.375,11.850309924980845 
 10/24  07:00:00,2.0,11.763250691755495 
 10/24  08:00:00,5.75,12.397599853389027 
 10/24  09:00:00,11.125,13.373177826316607 
 10/24  10:00:00,13.625,14.341874436116653 
 10/24  11:00:00,15.25,15.176103224458132 
 10/24  12:00:00,16.0,15.46164616288674 
 10/24  13:00:00,17.25,15.939514015929565 
 10/24  14:00:00,18.0,16.609078604147905 
 10/24  15:00:00,18.0,16.953387487978593 
 10/24  16:00:00,18.0,16.983388546184835 
 10/24  17:00:00,15.5,16.582606082782364 
 10/24  18:00:00,11.5,15.620706068329227 
 10/24  19:00:00,10.125,15.055148947286929 
 10/24  20:00:00,10.7,14.911864433832062 
 10/24  21:00:00,9.125,14.757612301400286 
 10/24  22:00:00,7.375,14.461821652645084 
 10/24  23:00:00,7.625,14.266722655494674 
 10/24  24:00:00,8.625,14.202398541718339 
 10/25  01:00:00,8.375,14.05714495764554 
 10/25  02:00:00,6.75,13.791058723942492 
 10/25  03:00:00,4.125,13.38320201574109 
 10/25  04:00:00,3.625,13.0473667569486 
 10/25  05:00:00,3.375,12.917804689249403 
 10/25  06:00:00,3.625,12.68885919785045 
 10/25  07:00:00,5.25,12.575355853285642 
 10/25  08:00:00,7.25,12.684633582760796 
 10/25  09:00:00,9.875,12.975398128823798 
 10/25  10:00:00,12.875,13.760490817178022 
 10/25  11:00:00,15.25,14.694459041291362 
 10/25  12:00:00,16.625,14.743284755829507 
 10/25  13:00:00,17.0,14.740331578224355 
 10/25  14:00:00,17.0,15.717902870660796 
 10/25  15:00:00,17.625,16.216983400880218 
 10/25  16:00:00,17.375,16.25077988680781 
 10/25  17:00:00,15.125,15.79999450198278 
 10/25  18:00:00,13.375,15.135342351719832 
 10/25  19:00:00,12.375,14.800301021054989 
 10/25  20:00:00,11.375,14.608562529403774 
 10/25  21:00:00,11.0,14.471526966476525 
 10/25  22:00:00,11.0,14.302968899165169 
 10/25  23:00:00,9.75,14.152077651897527 
 10/25  24:00:00,9.0,14.011974751375398 
 10/26  01:00:00,9.0,13.863670086472848 
 10/26  02:00:00,8.375,13.659605094337222 
 10/26  03:00:00,8.0,13.483625503859847 
 10/26  04:00:00,8.0,13.413485727105718 
 10/26  05:00:00,8.0,13.292743806831691 
 10/26  06:00:00,6.75,13.071656983428705 
 10/26  07:00:00,6.0,12.823475656142197 
 10/26  08:00:00,7.875,13.031219172898736 
 10/26  09:00:00,10.25,13.58776950271876 
 10/26  10:00:00,12.25,13.800488690957977 
 10/26  11:00:00,13.0,14.463952035369135 
 10/26  12:00:00,13.625,15.336836434129279 
 10/26  13:00:00,14.625,15.928041806830456 
 10/26  14:00:00,15.625,16.224165635619035 
 10/26  15:00:00,16.625,16.081577453302225 
 10/26  16:00:00,15.75,15.917313790340432 
 10/26  17:00:00,14.375,15.484475249638564 
 10/26  18:00:00,13.375,15.083314919631587 
 10/26  19:00:00,11.75,14.823977161122694 
 10/26  20:00:00,9.125,14.51584364262418 
 10/26  21:00:00,8.0,14.263910810410037 
 10/26  22:00:00,7.375,14.072956851371196 
 10/26  23:00:00,8.25,13.944039006329565 
 10/26  24:00:00,7.75,13.799052262197444 
 10/27  01:00:00,7.0,13.586244502501338 
 10/27  02:00:00,7.625,13.49235601324867 
 10/27  03:00:00,6.125,13.28626990822528 
 10/27  04:00:00,5.625,12.99444067264026 
 10/27  05:00:00,6.625,12.927749664067499 
 10/27  06:00:00,6.375,12.81095761600177 
 10/27  07:00:00,6.625,12.650252346548925 
 10/27  08:00:00,7.625,12.644620348356528 
 10/27  09:00:00,8.625,12.731599014592561 
 10/27  10:00:00,10.25,12.857517927389205 
 10/27  11:00:00,11.625,13.020388974740973 
 10/27  12:00:00,12.0,13.15736002475386 
 10/27  13:00:00,12.0,13.220782487800138 
 10/27  14:00:00,12.0,13.242567420445223 
 10/27  15:00:00,11.375,13.170189881836075 
 10/27  16:00:00,9.75,12.991177240520246 
 10/27  17:00:00,9.0,12.751648218930838 
 10/27  18:00:00,9.0,12.596332699160387 
 10/27  19:00:00,9.0,12.505163006184017 
 10/27  20:00:00,9.0,12.42527180943597 
 10/27  21:00:00,9.0,12.345793082745056 
 10/27  22:00:00,9.0,12.275471748937872 
 10/27  23:00:00,9.0,12.186544098665073 
 10/27  24:00:00,8.375,12.049035166912932 
 10/28  01:00:00,8.0,11.938067530389676 
 10/28  02:00:00,7.375,11.806639656467738 
 10/28  03:00:00,6.375,11.624754071992955 
 10/28  04:00:00,6.625,11.51301818685543 
 10/28  05:00:00,7.0,11.461604904252779 
 10/28  06:00:00,7.0,11.343814635246034 
 10/28  07:00:00,7.0,11.20974716410461 
 10/28  08:00:00,7.0,11.164668962323882 
 10/28  09:00:00,7.625,11.129733211910832 
 10/28  10:00:00,8.625,11.31676501985297 
 10/28  11:00:00,9.0,11.22306201508134 
 10/28  12:00:00,10.25,11.007436157383877 
 10/28  13:00:00,11.625,11.499263065453633 
 10/28  14:00:00,13.875,11.790556873608047 
 10/28  15:00:00,13.75,12.01149189874408 
 10/28  16:00:00,13.0,11.867051449412998 
 10/28  17:00:00,11.75,11.657803723208641 
 10/28  18:00:00,9.125,11.376497344390402 
 10/28  19:00:00,7.375,11.067978541020122 
 10/28  20:00:00,6.375,10.865735876601168 
 10/28  21:00:00,6.0,10.705779060115601 
 10/28  22:00:00,7.25,10.60879902529285 
 10/28  23:00:00,6.125,10.506418925791783 
 10/28  24:00:00,6.25,10.30607576885906 
 10/29  01:00:00,5.75,10.208588163884708 
 10/29  02:00:00,3.75,9.965665800942763 
 10/29  03:00:00,4.875,9.779992424359474 
 10/29  04:00:00,3.5,9.606307955304543 
 10/29  05:00:00,3.25,9.302515448879103 
 10/29  06:00:00,2.125,9.143395684491188 
 10/29  07:00:00,2.25,9.031080636074208 
 10/29  08:00:00,7.375,9.80809546651879 
 10/29  09:00:00,11.25,10.94618466290942 
 10/29  10:00:00,12.0,12.305725051689907 
 10/29  11:00:00,13.25,13.153848663571975 
 10/29  12:00:00,14.0,13.43348655244387 
 10/29  13:00:00,15.25,13.403877889738642 
 10/29  14:00:00,16.0,13.529807980063178 
 10/29  15:00:00,16.625,13.720557775054516 
 10/29  16:00:00,15.125,13.765626490613215 
 10/29  17:00:00,12.125,13.399483730089909 
 10/29  18:00:00,9.125,12.647623124133393 
 10/29  19:00:00,8.0,12.21565851913504 
 10/29  20:00:00,7.375,12.074689621526599 
 10/29  21:00:00,6.375,11.887523590497319 
 10/29  22:00:00,6.625,11.70772873922194 
 10/29  23:00:00,6.0,11.595142554228895 
 10/29  24:00:00,4.5875,11.36392046603855 
 10/30  01:00:00,3.4125,11.112478045473358 
 10/30  02:00:00,2.7499999999999997,10.87014661473434 
 10/30  03:00:00,2.475,10.651691299429484 
 10/30  04:00:00,2.15,10.431643510310006 
 10/30  05:00:00,2.625,10.24548623021821 
 10/30  06:00:00,3.0,10.127987477254449 
 10/30  07:00:00,3.0,10.012266572178206 
 10/30  08:00:00,3.625,10.10076843826231 
 10/30  09:00:00,4.0,10.277683545371984 
 10/30  10:00:00,5.25,10.395924096972543 
 10/30  11:00:00,6.0,10.430424961501269 
 10/30  12:00:00,6.0,10.414373958034633 
 10/30  13:00:00,6.625,10.554059725660516 
 10/30  14:00:00,6.375,10.483248544770074 
 10/30  15:00:00,6.625,10.310691432334999 
 10/30  16:00:00,6.375,10.204287804260723 
 10/30  17:00:00,5.375,9.986979115238402 
 10/30  18:00:00,4.375,9.752297824548404 
 10/30  19:00:00,4.0,9.554330799247927 
