Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly) 
 03/11  04:00:00,-11.85,-0.6973501434632355 
 03/11  05:00:00,-11.375,-0.9310034036923303 
 03/11  06:00:00,-11.0,-1.0916335749493893 
 03/11  07:00:00,-10.375,-1.1481389588734544 
 03/11  08:00:00,-9.375,-0.584774303627145 
 03/11  09:00:00,-7.75,-0.07799384400808021 
 03/11  10:00:00,-5.75,1.1492069684335822 
 03/11  11:00:00,-3.75,2.33895998275195 
 03/11  12:00:00,-3.0,2.5407701081450839 
 03/11  13:00:00,-4.25,2.4333963298634617 
 03/11  14:00:00,-1.25,2.8465032019088127 
 03/11  15:00:00,1.625,3.7059429348636465 
 03/11  16:00:00,2.625,4.12241335162207 
 03/11  17:00:00,2.375,3.897209443939539 
 03/11  18:00:00,0.5000000000000001,3.2229592348275215 
 03/11  19:00:00,-2.025,2.3346297213319624 
 03/11  20:00:00,-4.0625,1.8204472459293948 
 03/11  21:00:00,-5.5125,1.4248517168544806 
 03/11  22:00:00,-5.375,1.136688036457132 
 03/11  23:00:00,-5.625,1.0281874168673307 
 03/11  24:00:00,-6.0,0.8114861539251825 
 03/12  01:00:00,-6.0,0.6576626796510596 
 03/12  02:00:00,-5.625,0.5308462999007914 
 03/12  03:00:00,-5.15,0.43798716054214206 
 03/12  04:00:00,-5.0,0.326370938047309 
 03/12  05:00:00,-5.0,0.19784324115275826 
 03/12  06:00:00,-5.0,0.06627430406814447 
 03/12  07:00:00,-4.375,0.09848384599622986 
 03/12  08:00:00,-0.875,0.8294214751286974 
 03/12  09:00:00,4.125,2.282203881486702 
 03/12  10:00:00,7.875,3.686253355144502 
 03/12  11:00:00,9.0,4.540281961069536 
 03/12  12:00:00,9.625,4.927298543199844 
 03/12  13:00:00,10.625,5.25224785906418 
 03/12  14:00:00,11.625,6.111381228679285 
 03/12  15:00:00,12.0,6.729147976333771 
 03/12  16:00:00,12.0,6.98784281549047 
 03/12  17:00:00,12.0,6.936306526821097 
 03/12  18:00:00,10.125,6.530515398963659 
 03/12  19:00:00,6.5,5.697197978500233 
 03/12  20:00:00,4.375,5.215795764368582 
 03/12  21:00:00,3.375,5.01531732485599 
 03/12  22:00:00,1.75,4.848037191350752 
 03/12  23:00:00,0.375,4.621708859529667 
 03/12  24:00:00,0.375,4.4412526928739048 
 03/13  01:00:00,0.85,4.363233489341345 
 03/13  02:00:00,-0.25,4.233523888507254 
 03/13  03:00:00,-0.375,4.03748399230367 
 03/13  04:00:00,-0.625,3.9127594438789528 
 03/13  05:00:00,-1.625,3.699841796110613 
 03/13  06:00:00,-2.625,3.4947442464880007 
 03/13  07:00:00,-1.75,3.4930793478141148 
 03/13  08:00:00,2.75,4.274312412231855 
 03/13  09:00:00,7.5,5.727036053604175 
 03/13  10:00:00,10.875,6.997939679997684 
 03/13  11:00:00,13.875,7.912251780466739 
 03/13  12:00:00,15.625,8.432285971521719 
 03/13  13:00:00,16.625,8.765460897911174 
 03/13  14:00:00,17.0,9.51700109317379 
 03/13  15:00:00,17.0,10.054207818285859 
 03/13  16:00:00,17.0,10.457304095717472 
 03/13  17:00:00,16.375,10.434203405667994 
 03/13  18:00:00,13.5,9.995932720802515 
 03/13  19:00:00,9.875,9.199448671324883 
 03/13  20:00:00,6.975,8.718715054112187 
 03/13  21:00:00,6.0,8.403251418123052 
 03/13  22:00:00,6.0,8.20393895046513 
 03/13  23:00:00,4.75,8.045131507230286 
 03/13  24:00:00,2.125,7.802837490846491 
 03/14  01:00:00,1.625,7.53334709077689 
 03/14  02:00:00,2.0,7.419399172468831 
 03/14  03:00:00,0.75,7.258910059491395 
 03/14  04:00:00,-1.25,6.992487336160069 
 03/14  05:00:00,-1.6875,6.704882752726123 
 03/14  06:00:00,-1.1875,6.440332086344351 
 03/14  07:00:00,-1.0,6.43584936603733 
 03/14  08:00:00,-1.625,7.347925511541192 
 03/14  09:00:00,1.75,8.454365397693998 
 03/14  10:00:00,5.25,9.207638303148345 
 03/14  11:00:00,6.0,9.630192362194684 
 03/14  12:00:00,7.25,10.112259877348088 
 03/14  13:00:00,9.875,10.499335115045169 
 03/14  14:00:00,11.625,10.970554023309623 
 03/14  15:00:00,13.25,11.46146004939574 
 03/14  16:00:00,14.625,11.813591282428686 
 03/14  17:00:00,15.0,11.955389591878588 
 03/14  18:00:00,13.125,11.571232128618032 
 03/14  19:00:00,10.75,10.785826252500778 
 03/14  20:00:00,8.0,10.34086882421407 
 03/14  21:00:00,5.05,9.96669385943961 
 03/14  22:00:00,4.625,9.681481741312716 
 03/14  23:00:00,5.625,9.58082431146427 
 03/14  24:00:00,5.375,9.505564450051157 
 03/15  01:00:00,5.0,9.39583842170507 
 03/15  02:00:00,4.4375,9.246044201068303 
 03/15  03:00:00,3.4125,9.019641181411789 
 03/15  04:00:00,2.375,8.778438210812917 
 03/15  05:00:00,0.125,8.491902346375653 
 03/15  06:00:00,-0.375,8.19819566266385 
 03/15  07:00:00,-0.625,8.088677035379265 
 03/15  08:00:00,2.75,8.814888486721394 
 03/15  09:00:00,7.5,10.124909470104864 
 03/15  10:00:00,9.625,10.869941545207194 
 03/15  11:00:00,11.25,11.601487713960973 
 03/15  12:00:00,13.25,12.171556609547747 
 03/15  13:00:00,14.0,12.38775952384029 
 03/15  14:00:00,14.625,12.882795163388862 
 03/15  15:00:00,15.0,13.4080779289561 
 03/15  16:00:00,15.0,13.646975701792743 
 03/15  17:00:00,14.0625,13.58595238927294 
 03/15  18:00:00,11.9375,13.130859161275105 
 03/15  19:00:00,10.375,12.404553233470864 
 03/15  20:00:00,8.75,12.041914006624996 
 03/15  21:00:00,6.125,11.764986878528682 
 03/15  22:00:00,3.125,11.39999749749609 
 03/15  23:00:00,2.625,11.096089950316392 
 03/15  24:00:00,3.625,10.972067375103173 
 03/16  01:00:00,3.375,10.83834341848392 
 03/16  02:00:00,2.375,10.609087964562639 
 03/16  03:00:00,2.0,10.371153688698673 
 03/16  04:00:00,1.375,10.157669842754686 
 03/16  05:00:00,1.0,9.925439578471944 
 03/16  06:00:00,-0.25,9.676434823863897 
 03/16  07:00:00,-1.0,9.432549660596493 
 03/16  08:00:00,-1.0,9.711588917730204 
 03/16  09:00:00,0.25,10.167259386160936 
 03/16  10:00:00,1.625,10.927685135786567 
 03/16  11:00:00,3.25,11.86600079885144 
 03/16  12:00:00,5.875,12.200141055288544 
 03/16  13:00:00,8.875,12.313560170424188 
 03/16  14:00:00,11.25,12.876826484082706 
 03/16  15:00:00,12.625,13.615793745000781 
 03/16  16:00:00,13.0,13.857712746833578 
 03/16  17:00:00,11.75,13.582706644430866 
 03/16  18:00:00,8.5,12.7678587918289 
 03/16  19:00:00,6.375,12.08115773850202 
 03/16  20:00:00,5.375,11.795627941244167 
 03/16  21:00:00,4.375,11.57344500611171 
 03/16  22:00:00,2.75,11.324112511620126 
 03/16  23:00:00,3.25,11.112109104873565 
 03/16  24:00:00,4.0,11.034561043116908 
 03/17  01:00:00,4.0,10.897801578114193 
 03/17  02:00:00,3.1249999999999997,10.708486019285447 
 03/17  03:00:00,1.6,10.438614681806414 
 03/17  04:00:00,1.0,10.1716216597112 
 03/17  05:00:00,1.625,9.998811959602993 
 03/17  06:00:00,1.375,9.842067395793754 
 03/17  07:00:00,1.0,9.710561246078897 
 03/17  08:00:00,2.25,10.422579496328633 
 03/17  09:00:00,4.25,11.532128048208323 
 03/17  10:00:00,6.25,12.458568821016657 
 03/17  11:00:00,8.875,13.182832034719514 
 03/17  12:00:00,10.625,13.504557451171227 
 03/17  13:00:00,11.625,13.661773770979542 
 03/17  14:00:00,12.0,13.785313475804373 
 03/17  15:00:00,11.375,13.69674678453984 
 03/17  16:00:00,11.0,13.577764309030501 
 03/17  17:00:00,11.0,13.204183798241609 
 03/17  18:00:00,9.5,12.831321036853684 
 03/17  19:00:00,6.975,12.440366483959638 
 03/17  20:00:00,6.0,12.148578419261327 
 03/17  21:00:00,6.0,11.988331999673722 
 03/17  22:00:00,5.375,11.829712002609016 
 03/17  23:00:00,5.0,11.663765632634226 
 03/17  24:00:00,4.375,11.499928971240355 
 03/18  01:00:00,4.0,11.305885463010036 
 03/18  02:00:00,4.0,11.124588934198457 
 03/18  03:00:00,2.75,10.893336492822915 
 03/18  04:00:00,2.0,10.66562798843717 
 03/18  05:00:00,2.625,10.514430422485344 
 03/18  06:00:00,-0.125,10.277148189497919 
 03/18  07:00:00,0.5,9.964331054546616 
 03/18  08:00:00,1.375,9.964544769610617 
 03/18  09:00:00,1.0,9.867802468255592 
 03/18  10:00:00,0.375,9.75418181604283 
 03/18  11:00:00,0.0,9.608097663795935 
 03/18  12:00:00,-0.625,9.476722819148513 
 03/18  13:00:00,-1.0,9.318377050581568 
 03/18  14:00:00,-1.0,9.190865641813146 
 03/18  15:00:00,-1.625,8.975947452042935 
 03/18  16:00:00,-2.625,8.679007478348562 
 03/18  17:00:00,-3.0,8.369682339078585 
 03/18  18:00:00,-3.0,8.10401556050884 
 03/18  19:00:00,-3.0,7.855098956777061 
 03/18  20:00:00,-3.0,7.631363053916691 
 03/18  21:00:00,-3.625,7.397424394503273 
 03/18  22:00:00,-4.0,7.131952630433571 
 03/18  23:00:00,-4.0,6.90292262999219 
 03/18  24:00:00,-4.0,6.682515425940816 
 03/19  01:00:00,-4.0,6.469990537607198 
 03/19  02:00:00,-3.375,6.287230522170308 
 03/19  03:00:00,-3.625,6.1113563573767 
 03/19  04:00:00,-4.0,5.876196117017742 
 03/19  05:00:00,-4.0,5.671017539192162 
 03/19  06:00:00,-4.0,5.467268592993287 
 03/19  07:00:00,-4.0,5.266570334256948 
 03/19  08:00:00,-3.375,5.181730029313592 
 03/19  09:00:00,-2.6250000000000006,5.229776472745247 
 03/19  10:00:00,-2.15,5.3507349991708079 
 03/19  11:00:00,-1.375,5.506597842557406 
 03/19  12:00:00,-1.0,5.620532916472308 
 03/19  13:00:00,-1.0,5.634491893809859 
 03/19  14:00:00,-1.0,5.829633713407164 
 03/19  15:00:00,-1.0,5.8675164874331549 
 03/19  16:00:00,-1.0,5.664742257640451 
 03/19  17:00:00,-1.625,5.456907757850042 
 03/19  18:00:00,-2.0,5.3184096856585809 
 03/19  19:00:00,-2.625,4.803420292057153 
 03/19  20:00:00,-3.625,4.484795291333446 
 03/19  21:00:00,-4.0,4.278953624875477 
 03/19  22:00:00,-2.75,4.163913662022381 
 03/19  23:00:00,-3.875,4.011737959775449 
 03/19  24:00:00,-5.0,3.721042235223857 
 03/20  01:00:00,-5.437499999999999,3.4974831750437769 
 03/20  02:00:00,-5.8875,3.2268731307234734 
 03/20  03:00:00,-6.0,2.974354024204254 
 03/20  04:00:00,-6.0,2.7550785233441559 
 03/20  05:00:00,-7.875,2.4755098416952396 
 03/20  06:00:00,-9.0,2.1189127204236914 
 03/20  07:00:00,-8.375,1.9100378931715772 
 03/20  08:00:00,-4.25,2.189453254773357 
 03/20  09:00:00,-2.625,2.475856781252612 
 03/20  10:00:00,0.125,2.554031976646743 
 03/20  11:00:00,3.25,2.928588667334625 
 03/20  12:00:00,4.625,3.3745444779985265 
 03/20  13:00:00,5.625,3.7602901879457586 
 03/20  14:00:00,6.0,4.093539117122822 
 03/20  15:00:00,6.0,4.368981145732762 
 03/20  16:00:00,6.0,4.670069692770333 
 03/20  17:00:00,5.375,4.823358942246704 
 03/20  18:00:00,4.375,4.680681518193508 
 03/20  19:00:00,2.75,4.016946936141726 
 03/20  20:00:00,0.125,3.5665845014989587 
 03/20  21:00:00,-1.625,3.251504662254587 
 03/20  22:00:00,-2.625,3.04839377730002 
 03/20  23:00:00,-3.0,2.826865232108252 
 03/20  24:00:00,-1.75,2.684935080706084 
 03/21  01:00:00,-2.875,2.562324768372937 
 03/21  02:00:00,-3.375,2.3075122809226338 
 03/21  03:00:00,-3.625,2.175152446506035 
 03/21  04:00:00,-4.625,1.9804931263097415 
 03/21  05:00:00,-5.0,1.789293416818204 
 03/21  06:00:00,-4.375,1.6584659702206659 
 03/21  07:00:00,-3.375,1.6289427708712879 
 03/21  08:00:00,0.125,2.023228781168076 
 03/21  09:00:00,1.375,2.5200581804985058 
 03/21  10:00:00,3.5,2.8647634383545288 
 03/21  11:00:00,5.625,3.304334337166053 
 03/21  12:00:00,7.25,3.7591194326335368 
 03/21  13:00:00,8.625,4.607597524857112 
 03/21  14:00:00,9.625,5.370050073877188 
 03/21  15:00:00,10.0,6.148075838331407 
 03/21  16:00:00,10.0,6.492071443130559 
 03/21  17:00:00,9.375,6.29351289069461 
 03/21  18:00:00,7.75,5.915862231396172 
 03/21  19:00:00,5.125,5.234136897411575 
 03/21  20:00:00,4.625,4.843555957146451 
 03/21  21:00:00,4.375,4.752433808195937 
 03/21  22:00:00,4.0,4.652918934575786 
 03/21  23:00:00,4.0,4.582031975627648 
 03/21  24:00:00,4.0,4.541860213663266 
 03/22  01:00:00,4.8125,4.5297402267024389 
 03/22  02:00:00,6.3625,4.601388881527109 
 03/22  03:00:00,7.0,4.697085152030588 
 03/22  04:00:00,6.375,4.713517030875516 
 03/22  05:00:00,3.5,4.562336126596365 
 03/22  06:00:00,0.75,4.25367011780838 
 03/22  07:00:00,3.75,4.256165246679163 
 03/22  08:00:00,8.5,5.24002684577528 
 03/22  09:00:00,10.0,6.138455149630663 
 03/22  10:00:00,12.5,7.088542917430915 
 03/22  11:00:00,14.625,8.295240173293163 
 03/22  12:00:00,15.625,8.751066734207438 
 03/22  13:00:00,16.0,8.711148423288329 
 03/22  14:00:00,15.375,8.718020801537664 
 03/22  15:00:00,15.0,8.909434256804105 
 03/22  16:00:00,16.25,9.351869386665403 
 03/22  17:00:00,15.75,9.576425660443946 
 03/22  18:00:00,13.125,9.257170379467237 
 03/22  19:00:00,11.8125,8.852856656153812 
 03/22  20:00:00,12.0125,8.720105034454744 
 03/22  21:00:00,12.7,8.752110717037042 
 03/22  22:00:00,13.625,8.856173206977396 
 03/22  23:00:00,13.375,8.955756072032538 
 03/22  24:00:00,11.500000000000002,8.929867577696918 
 03/23  01:00:00,8.975,8.767937188229722 
 03/23  02:00:00,7.375,8.540235238082577 
 03/23  03:00:00,6.375,8.393416530812225 
 03/23  04:00:00,6.625,8.281251662917553 
 03/23  05:00:00,7.0,8.223204471976189 
 03/23  06:00:00,5.75,8.114069958208976 
 03/23  07:00:00,6.25,8.044423304452529 
 03/23  08:00:00,9.5,8.52274679331431 
 03/23  09:00:00,12.25,9.640341393661587 
 03/23  10:00:00,15.5,10.870321723955815 
 03/23  11:00:00,17.625,11.746413073514625 
 03/23  12:00:00,18.0,12.031869745611772 
 03/23  13:00:00,18.0,12.256122444101728 
 03/23  14:00:00,18.0,12.290043040162472 
 03/23  15:00:00,18.0,12.645889867171789 
 03/23  16:00:00,18.625,12.973083118325186 
 03/23  17:00:00,18.375,12.883665736244394 
 03/23  18:00:00,17.375,12.811361434409437 
 03/23  19:00:00,15.125,12.501630934054618 
 03/23  20:00:00,9.0,12.015240748565957 
 03/23  21:00:00,7.25,11.50900827238819 
 03/23  22:00:00,8.0,11.408345711964885 
 03/23  23:00:00,8.0,11.30575537074437 
 03/23  24:00:00,8.0,11.204087760741235 
 03/24  01:00:00,8.1875,11.124346118452986 
 03/24  02:00:00,8.675,11.075050033316917 
 03/24  03:00:00,9.2125,11.044605932181018 
 03/24  04:00:00,9.775,11.025555977089465 
 03/24  05:00:00,10.625,11.018313621159193 
 03/24  06:00:00,10.375,10.959008912107013 
 03/24  07:00:00,10.625,10.936003516565844 
 03/24  08:00:00,13.5,11.86604279878011 
 03/24  09:00:00,16.625,13.254361555314166 
 03/24  10:00:00,19.1,14.331480177477428 
 03/24  11:00:00,20.0,14.933084482075016 
 03/24  12:00:00,21.25,15.22895913344318 
 03/24  13:00:00,22.0,15.999552658637615 
 03/24  14:00:00,22.625,16.617609183296666 
 03/24  15:00:00,23.0,17.20704788805873 
 03/24  16:00:00,23.0,17.529524762050799 
 03/24  17:00:00,23.0,17.62624650955466 
 03/24  18:00:00,21.125,17.387747460164737 
 03/24  19:00:00,19.375,16.66930705258082 
 03/24  20:00:00,17.125,16.275393852135058 
 03/24  21:00:00,14.75,15.94652326995261 
 03/24  22:00:00,14.0,15.727105483768336 
 03/24  23:00:00,13.375,15.626689048409352 
 03/24  24:00:00,10.5,15.427954351465566 
 03/25  01:00:00,8.25,15.117292505419325 
 03/25  02:00:00,7.3,14.87247142377194 
 03/25  03:00:00,8.875,14.7225650511832 
 03/25  04:00:00,10.0,14.67666958138231 
 03/25  05:00:00,9.375,14.522224673503914 
 03/25  06:00:00,10.875,14.411731424045874 
 03/25  07:00:00,10.75,14.587263782368293 
 03/25  08:00:00,13.125,15.284493605607832 
 03/25  09:00:00,16.875,16.056251262377566 
 03/25  10:00:00,18.625,16.571620092472199 
 03/25  11:00:00,19.625,17.090396184858905 
 03/25  12:00:00,21.25,17.355857214399664 
 03/25  13:00:00,22.0,17.75592269797687 
 03/25  14:00:00,22.625,18.12810646224348 
 03/25  15:00:00,23.0,18.520618377787736 
 03/25  16:00:00,22.375,18.68550612723449 
 03/25  17:00:00,21.375,18.724931167178928 
 03/25  18:00:00,19.75,18.591951336242184 
 03/25  19:00:00,15.875,17.974059387979847 
 03/25  20:00:00,13.5625,17.42861469294296 
 03/25  21:00:00,13.1125,17.230124296941015 
 03/25  22:00:00,13.249999999999999,17.112028893088458 
 03/25  23:00:00,13.775,17.044029504261084 
 03/25  24:00:00,13.375,16.969901570996688 
 03/26  01:00:00,13.0,16.846566425823423 
 03/26  02:00:00,12.375,16.708939914419898 
 03/26  03:00:00,11.375,16.52906966782543 
 03/26  04:00:00,12.25,16.392706638465858 
 03/26  05:00:00,11.75,16.291876366277319 
 03/26  06:00:00,12.25,16.14590792834327 
 03/26  07:00:00,11.75,16.275977714651775 
 03/26  08:00:00,11.625,17.0167532327039 
 03/26  09:00:00,14.5,17.73351882225478 
 03/26  10:00:00,17.25,18.112346308402743 
 03/26  11:00:00,18.625,18.464244791092 
 03/26  12:00:00,20.25,18.811298485994038 
 03/26  13:00:00,21.0,19.15002247796012 
 03/26  14:00:00,21.0,19.414346611383676 
 03/26  15:00:00,19.75,19.2214842370661 
 03/26  16:00:00,17.75,19.010001679958504 
 03/26  17:00:00,15.125,18.625947508278345 
 03/26  18:00:00,12.75,18.164044694715707 
 03/26  19:00:00,10.75,17.834900160210077 
 03/26  20:00:00,9.375,17.52695172399075 
 03/26  21:00:00,9.625,17.277701403214395 
 03/26  22:00:00,10.0,17.12553760334018 
 03/26  23:00:00,9.375,16.970357375294058 
 03/26  24:00:00,8.5625,16.788039801836125 
 03/27  01:00:00,7.8,16.559323836389756 
 03/27  02:00:00,7.1875,16.307099622546237 
 03/27  03:00:00,6.9375,16.079098518649184 
 03/27  04:00:00,6.9625,15.882789639153854 
 03/27  05:00:00,7.0,15.719679826654204 
 03/27  06:00:00,6.375,15.550697952305115 
 03/27  07:00:00,6.625,15.657973947737008 
 03/27  08:00:00,7.0,16.338759940849916 
 03/27  09:00:00,8.9375,17.102447014243056 
 03/27  10:00:00,11.9125,17.96589057496627 
 03/27  11:00:00,13.625,18.682016192973195 
 03/27  12:00:00,14.625,18.911695263764096 
 03/27  13:00:00,15.625,18.98494313875257 
 03/27  14:00:00,16.0,19.11029413303062 
 03/27  15:00:00,16.0,19.72814296029009 
 03/27  16:00:00,16.0,19.972991161782958 
 03/27  17:00:00,16.0,19.791824189271894 
 03/27  18:00:00,14.125,19.298427144055027 
 03/27  19:00:00,12.375,18.57133643433626 
 03/27  20:00:00,10.125,18.154457447183149 
 03/27  21:00:00,8.375,17.834038432717127 
 03/27  22:00:00,6.75,17.527856834056729 
 03/27  23:00:00,5.6875,17.18318623235385 
 03/27  24:00:00,5.1875,16.908195764890988 
 03/28  01:00:00,4.375,16.625464357538186 
 03/28  02:00:00,4.625,16.34977307786122 
 03/28  03:00:00,4.375,16.10534825789005 
 03/28  04:00:00,4.625,15.853465237453527 
 03/28  05:00:00,5.625,15.683120670934393 
 03/28  06:00:00,4.75,15.47790415998398 
 03/28  07:00:00,5.25,15.419593658767857 
 03/28  08:00:00,8.5,15.913484856543685 
 03/28  09:00:00,10.0,16.53448765148166 
 03/28  10:00:00,11.875,17.294974600285295 
 03/28  11:00:00,14.25,17.76624090754068 
 03/28  12:00:00,15.0,17.905353518337909 
 03/28  13:00:00,16.25,18.218721137793279 
 03/28  14:00:00,17.0,18.563246862089718 
 03/28  15:00:00,17.0,18.536232147570546 
 03/28  16:00:00,16.375,18.32450813297565 
 03/28  17:00:00,15.375,17.99619852695573 
 03/28  18:00:00,13.75,17.695947601717479 
 03/28  19:00:00,11.75,17.351469478807247 
 03/28  20:00:00,11.0,17.08165716873105 
 03/28  21:00:00,10.375,16.9146560516852 
 03/28  22:00:00,8.125,16.64642232781535 
 03/28  23:00:00,5.75,16.27448267147283 
 03/28  24:00:00,6.875,16.033453303774868 
 03/29  01:00:00,6.125,15.893102363249377 
 03/29  02:00:00,5.0,15.580625630860638 
 03/29  03:00:00,5.0,15.363849518711963 
 03/29  04:00:00,4.375,15.132438866070848 
 03/29  05:00:00,3.375,14.848214505418307 
 03/29  06:00:00,3.625,14.595957555966859 
 03/29  07:00:00,4.0,14.47812894201056 
 03/29  08:00:00,4.625,14.49243706581348 
 03/29  09:00:00,6.25,15.105804235459513 
 03/29  10:00:00,10.125,15.907453906187799 
 03/29  11:00:00,12.0,16.000367473832303 
 03/29  12:00:00,12.0,16.097089677909655 
 03/29  13:00:00,12.0,16.282489464756165 
 03/29  14:00:00,12.0,16.2665512512896 
 03/29  15:00:00,11.375,16.350175282414864 
 03/29  16:00:00,11.0,16.1515924530976 
 03/29  17:00:00,7.875,15.616293850915167 
 03/29  18:00:00,4.125,15.031123082506913 
 03/29  19:00:00,3.0,14.599896623653656 
 03/29  20:00:00,2.375,14.294259488702658 
 03/29  21:00:00,1.625,13.997404116565841 
 03/29  22:00:00,1.15,13.720621125832193 
 03/29  23:00:00,0.6249999999999999,13.43786120211923 
 03/29  24:00:00,0.08750000000000002,13.143642649173277 
 03/30  01:00:00,-0.5375000000000001,12.843015879806386 
 03/30  02:00:00,-0.9875000000000002,12.537152562351374 
 03/30  03:00:00,-1.4125,12.239703114321078 
 03/30  04:00:00,-1.85,11.936103785459162 
 03/30  05:00:00,-2.8750000000000006,11.607873935466973 
 03/30  06:00:00,-4.3375,11.226895847797224 
 03/30  07:00:00,-5.275,10.90390212378858 
 03/30  08:00:00,-4.5625,10.748792161080678 
 03/30  09:00:00,-3.375,11.456408168548192 
 03/30  10:00:00,-2.375,12.378037953559778 
 03/30  11:00:00,-2.0,12.81118920454013 
 03/30  12:00:00,-1.375,13.07252043478708 
 03/30  13:00:00,-0.375,13.157082622075924 
 03/30  14:00:00,1.875,12.724728080570995 
 03/30  15:00:00,1.75,13.009557404673244 
 03/30  16:00:00,2.25,13.453440290191342 
 03/30  17:00:00,1.75,13.221395431868784 
 03/30  18:00:00,-0.25,12.572339824323404 
 03/30  19:00:00,-1.0,11.743706872764186 
 03/30  20:00:00,-1.625,11.28642353441519 
 03/30  21:00:00,-2.0,10.988806572758222 
 03/30  22:00:00,-2.625,10.70723611360624 
 03/30  23:00:00,-3.0,10.397282252935053 
 03/30  24:00:00,-3.0,10.121532882628806 
 03/31  01:00:00,-3.0,9.860996539279303 
 03/31  02:00:00,-3.625,9.578500612185718 
 03/31  03:00:00,-4.0,9.27236983520616 
 03/31  04:00:00,-4.0,9.003781574788214 
 03/31  05:00:00,-4.625,8.716829571062965 
 03/31  06:00:00,-4.375,8.44752886251864 
 03/31  07:00:00,-4.0,8.612836062499989 
 03/31  08:00:00,-3.375,9.30684351245868 
 03/31  09:00:00,-2.375,10.088313585079007 
 03/31  10:00:00,0.5,10.841641633260992 
 03/31  11:00:00,1.375,11.685677828709615 
 03/31  12:00:00,2.25,11.88829328634989 
 03/31  13:00:00,3.625,11.939268980802553 
 03/31  14:00:00,5.0625,12.32539962509031 
 03/31  15:00:00,6.5125,12.703748450000035 
 03/31  16:00:00,7.500000000000001,12.920933563580377 
 03/31  17:00:00,7.925,12.898239767775575 
 03/31  18:00:00,8.0,12.472540086299189 
 03/31  19:00:00,7.375,11.727763454861428 
 03/31  20:00:00,5.75,11.223954678182349 
 03/31  21:00:00,5.625,11.004409691118921 
 03/31  22:00:00,6.0,10.932496387216095 
 03/31  23:00:00,6.0,10.808301396008727 
 03/31  24:00:00,6.0,10.673137177281582 
 04/01  01:00:00,6.0,10.536514336313836 
 04/01  02:00:00,6.0,10.39572210020609 
 04/01  03:00:00,6.0,10.248295601185614 
 04/01  04:00:00,6.0,10.090833480367675 
 04/01  05:00:00,7.25,9.994941750545618 
 04/01  06:00:00,8.0,10.015440060207729 
 04/01  07:00:00,8.0,10.248409452960975 
 04/01  08:00:00,13.0,11.185057327840474 
 04/01  09:00:00,17.25,12.736755734162719 
 04/01  10:00:00,19.875,14.091175496688493 
 04/01  11:00:00,21.625,14.591753676888164 
 04/01  12:00:00,22.625,15.159584317528243 
 04/01  13:00:00,23.625,15.631174196577505 
 04/01  14:00:00,24.0,15.996744258839673 
 04/01  15:00:00,24.0,16.4071756622361 
 04/01  16:00:00,23.375,16.43188203786641 
 04/01  17:00:00,23.0,16.530924402196584 
 04/01  18:00:00,21.75,16.467096855512876 
 04/01  19:00:00,19.125,16.0130125565217 
 04/01  20:00:00,16.75,15.629256767238188 
 04/01  21:00:00,14.75,15.39960334945003 
 04/01  22:00:00,12.75,15.20227972678346 
 04/01  23:00:00,12.0,15.029143252890666 
 04/01  24:00:00,11.375,14.888678460440833 
 04/02  01:00:00,10.375,14.670705726393408 
 04/02  02:00:00,8.75,14.459235609033179 
 04/02  03:00:00,7.375,14.20720218537075 
 04/02  04:00:00,7.625,14.00387614662345 
 04/02  05:00:00,7.375,13.859948968575536 
 04/02  06:00:00,6.375,13.656672426246672 
 04/02  07:00:00,5.375,13.752074148638947 
 04/02  08:00:00,5.0,13.946786113088486 
 04/02  09:00:00,5.625,13.844395739705276 
 04/02  10:00:00,6.625,13.873510822688689 
 04/02  11:00:00,8.25,13.972252384878554 
 04/02  12:00:00,9.625,14.375935514040066 
 04/02  13:00:00,11.25,14.966590257357656 
 04/02  14:00:00,12.625,15.640962826315448 
 04/02  15:00:00,13.625,16.161513555597936 
 04/02  16:00:00,13.375,15.967599418227735 
 04/02  17:00:00,13.0,15.401375417902738 
 04/02  18:00:00,12.375,15.174748385226688 
 04/02  19:00:00,10.125,14.84504540192468 
 04/02  20:00:00,8.375,14.46304305356279 
 04/02  21:00:00,8.0,14.263739762847008 
 04/02  22:00:00,6.125,14.039725971153136 
 04/02  23:00:00,4.375,13.742527738324008 
 04/02  24:00:00,4.0,13.495142713283391 
 04/03  01:00:00,3.375,13.278588022360687 
 04/03  02:00:00,1.75,12.983938905862637 
 04/03  03:00:00,1.0,12.670405069930834 
 04/03  04:00:00,1.625,12.450107450447597 
 04/03  05:00:00,2.0,12.2837417608011 
 04/03  06:00:00,2.0,12.0781576745469 
 04/03  07:00:00,1.375,11.911021032446469 
 04/03  08:00:00,1.0,11.757360384420956 
 04/03  09:00:00,1.625,11.805683017407425 
 04/03  10:00:00,2.0,11.955450399837563 
 04/03  11:00:00,2.0,12.029165726326822 
 04/03  12:00:00,2.625,12.227538312708758 
 04/03  13:00:00,3.0,12.555657978707695 
 04/03  14:00:00,3.625,12.808857146376868 
 04/03  15:00:00,4.625,12.662577363234018 
 04/03  16:00:00,5.625,12.289988524720354 
 04/03  17:00:00,6.0,12.09055385369017 
 04/03  18:00:00,6.0,11.88110867424868 
 04/03  19:00:00,6.0,11.658936085645145 
 04/03  20:00:00,6.0,11.514952902397008 
